,S,where,floor,max_floors,rooms_number,condition,bath,shower,balcony,distance_to_subway,subway_station,washer,dishwasher,internet,phone,tv,animals,children,furniture,kitchen_furniture,fridge
9800,38,Орехово-Борисово Южное,7,9,1,косметический,1.0,0.0,0.0,1.25,Домодедовская,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
9801,34,Южное Бутово,8,10,1,косметический,1.0,0.0,1.0,0.8333333333333334,Бунинская аллея,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
9802,38,Северный,10,16,1,косметический,1.0,0.0,1.0,15,Алтуфьево,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
9803,38,Северное Измайлово,1,12,1,косметический,1.0,0.0,0.0,0.8333333333333334,Щелковская,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
"9804,107,Дорогомилово,5,6,3,евроремонт,1.0,1.0,1.0,,""  Киевская, Выставочная, Парк Победы,    Деловой центр."",1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0"
9805,200,Арбат,10,17,4,дизайнерский,0.0,1.0,0.0,0.4166666666666667,Арбатская,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
9806,170,Очаково-Матвеевское,6,14,4,дизайнерский,1.0,1.0,0.0,1.6666666666666667,Славянский бульвар,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
9807,47,Киевский,4,5,2,косметический,0.0,0.0,1.0,,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0
9808,40,Раменки,12,17,1,косметический,1.0,0.0,0.0,5,Киевская,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
9809,45,Рязановское,2,5,1,косметический,1.0,0.0,1.0,,,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
9810,25,Новокосино,1,3,1,евроремонт,1.0,0.0,0.0,1.25,Новокосино,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
9811,30,Головинский,1,5,1,косметический,0.0,0.0,0.0,1.25,Речной вокзал,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
9812,40,Некрасовка,6,17,1,косметический,1.0,0.0,1.0,8,Выхино,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
"9813,""38,6"",,6,17,1,косметический,1.0,0.0,1.0,,,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0"
9814,31,Бутырский,5,5,1,косметический,1.0,0.0,0.0,0.5833333333333334,Тимирязевская,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
9815,47,Рязановское,2,5,2,косметический,1.0,0.0,1.0,25,Бульвар Дмитрия Донского,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
9816,34,Некрасовка,6,17,1,косметический,1.0,0.0,1.0,5,Выхино,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
9817,44,Ивановское,5,9,2,косметический,0.0,0.0,0.0,1.25,Новогиреево,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
9818,30,Гольяново,8,9,1,косметический,1.0,0.0,0.0,2.0833333333333335,Щелковская,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
9819,39,Некрасовка,14,17,1,косметический,0.0,0.0,1.0,10,Новокосино,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
9820,40,CTYPE,14,17,1,косметический,0.0,0.0,1.0,10,Выхино,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
9821,38,Ховрино,1,9,1,косметический,1.0,0.0,1.0,1.6666666666666667,Речной вокзал,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
9822,38,Южное Бутово,16,16,1,косметический,0.0,0.0,1.0,7,Бульвар Дмитрия Донского,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
9823,40,Десёновское,9,17,1,косметический,0.0,0.0,1.0,20,Теплый Стан,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
9824,32,Метрогородок,1,5,1,косметический,1.0,0.0,0.0,2,Бульвар Рокоссовского,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
9825,34,Дмитровский,6,9,1,косметический,1.0,0.0,1.0,9,Петровско-Разумовская,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
9826,39,Некрасовка,8,16,1,косметический,1.0,0.0,1.0,5,Выхино,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
9827,44,Алексеевский,7,8,1,косметический,1.0,0.0,0.0,1.9166666666666667,ВДНХ,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
9828,40,Сосенское,17,18,1,косметический,1.0,0.0,1.0,10,Теплый Стан,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
9829,21,Ярославский,3,5,1,косметический,1.0,0.0,0.0,15,ВДНХ,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
9830,34,Головинский,3,5,1,косметический,1.0,0.0,1.0,0.9166666666666666,Водный стадион,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
9831,42,CTYPE,2,17,1,евроремонт,1.0,0.0,1.0,3,Теплый Стан,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
9832,28,Гольяново,4,9,1,косметический,1.0,0.0,0.0,2.4166666666666665,Щелковская,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
9833,40,Южное Бутово,6,16,1,косметический,1.0,0.0,1.0,10,Бульвар Дмитрия Донского,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
9834,22,Марфино,4,5,1,косметический,1.0,0.0,0.0,0.8333333333333334,Владыкино,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
9835,22,Марфино,4,5,1,косметический,1.0,0.0,0.0,0.9166666666666666,Петровско-Разумовская,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
9836,41,Западное Дегунино,5,12,1,косметический,1.0,0.0,1.0,5,Петровско-Разумовская,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
9837,37,Бирюлево Восточное,2,17,1,косметический,1.0,0.0,1.0,,Царицыно,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
9838,32,Южное Бутово,13,14,1,косметический,0.0,0.0,1.0,10,Бульвар Дмитрия Донского,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
9839,32,Головинский,8,9,1,косметический,1.0,0.0,1.0,3,Речной вокзал,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
9840,34,Тимирязевский,4,9,1,косметический,1.0,0.0,0.0,0.6666666666666666,Петровско-Разумовская,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
9841,41,Дмитровский,6,16,1,евроремонт,1.0,0.0,1.0,7,Петровско-Разумовская,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
9842,36,Бирюлево Западное,7,12,1,косметический,1.0,0.0,1.0,5,Пражская,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
9843,35,Бибирево,10,16,1,косметический,1.0,0.0,1.0,1.5,Алтуфьево,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
9844,35,Косино-Ухтомский,1,5,1,косметический,1.0,0.0,0.0,1.75,Лермонтовский проспект,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
9845,33,Северное Измайлово,7,9,1,косметический,1.0,0.0,1.0,0.8333333333333334,Щелковская,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
9846,38,Ново-Переделкино,9,14,1,косметический,1.0,0.0,1.0,15,Юго-Западная,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
9847,38,,6,18,1,евроремонт,0.0,0.0,1.0,,,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
9848,36,Кузьминки,4,5,1,косметический,1.0,0.0,1.0,1.0,Рязанский проспект,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
9849,35,Западное Дегунино,8,16,1,косметический,1.0,0.0,1.0,5,Петровско-Разумовская,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
9850,39,CTYPE,12,17,1,косметический,1.0,0.0,1.0,20,Теплый Стан,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
9851,55,,15,17,2,косметический,1.0,0.0,1.0,20,Теплый Стан,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
9852,26,Царицыно,6,9,1,косметический,1.0,0.0,0.0,0.8333333333333334,Царицыно,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
9853,38,Орехово-Борисово Южное,7,9,1,косметический,1.0,0.0,0.0,1.25,Домодедовская,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
9854,34,Южное Бутово,8,10,1,косметический,1.0,0.0,1.0,0.8333333333333334,Бунинская аллея,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
9855,38,Северный,10,16,1,косметический,1.0,0.0,1.0,15,Алтуфьево,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
9856,38,Северное Измайлово,1,12,1,косметический,1.0,0.0,0.0,0.8333333333333334,Щелковская,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
9857,140,Дорогомилово,4,11,4,дизайнерский,1.0,1.0,0.0,1.0833333333333333,Киевская,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"9858,107,Дорогомилово,5,6,3,евроремонт,1.0,1.0,1.0,,""  Киевская, Выставочная, Парк Победы,    Деловой центр."",1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0"
9859,170,Очаково-Матвеевское,6,14,4,дизайнерский,1.0,1.0,0.0,1.6666666666666667,Славянский бульвар,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
9860,47,Киевский,4,5,2,косметический,0.0,0.0,1.0,,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0
9861,40,Раменки,12,17,1,косметический,1.0,0.0,0.0,5,Киевская,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
9862,45,Рязановское,2,5,1,косметический,1.0,0.0,1.0,,,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
9863,25,Новокосино,1,3,1,евроремонт,1.0,0.0,0.0,1.25,Новокосино,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
9864,30,Головинский,1,5,1,косметический,0.0,0.0,0.0,1.25,Речной вокзал,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
9865,40,Некрасовка,6,17,1,косметический,1.0,0.0,1.0,8,Выхино,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
"9866,""38,6"",,6,17,1,косметический,1.0,0.0,1.0,,,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0"
9867,31,Бутырский,5,5,1,косметический,1.0,0.0,0.0,0.5833333333333334,Тимирязевская,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
9868,47,Рязановское,2,5,2,косметический,1.0,0.0,1.0,25,Бульвар Дмитрия Донского,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
9869,34,Некрасовка,6,17,1,косметический,1.0,0.0,1.0,5,Выхино,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
9870,44,Ивановское,5,9,2,косметический,0.0,0.0,0.0,1.25,Новогиреево,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
9871,30,Гольяново,8,9,1,косметический,1.0,0.0,0.0,2.0833333333333335,Щелковская,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
9872,39,Некрасовка,14,17,1,косметический,0.0,0.0,1.0,10,Новокосино,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
9873,40,CTYPE,14,17,1,косметический,0.0,0.0,1.0,10,Выхино,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
9874,38,Ховрино,1,9,1,косметический,1.0,0.0,1.0,1.6666666666666667,Речной вокзал,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
9875,38,Южное Бутово,16,16,1,косметический,0.0,0.0,1.0,7,Бульвар Дмитрия Донского,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
9876,40,Десёновское,9,17,1,косметический,0.0,0.0,1.0,20,Теплый Стан,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
9877,32,Метрогородок,1,5,1,косметический,1.0,0.0,0.0,2,Бульвар Рокоссовского,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
9878,34,Дмитровский,6,9,1,косметический,1.0,0.0,1.0,9,Петровско-Разумовская,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
9879,39,Некрасовка,8,16,1,косметический,1.0,0.0,1.0,5,Выхино,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
9880,44,Алексеевский,7,8,1,косметический,1.0,0.0,0.0,1.9166666666666667,ВДНХ,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
9881,40,Сосенское,17,18,1,косметический,1.0,0.0,1.0,10,Теплый Стан,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
9882,21,Ярославский,3,5,1,косметический,1.0,0.0,0.0,15,ВДНХ,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
9883,34,Головинский,3,5,1,косметический,1.0,0.0,1.0,0.9166666666666666,Водный стадион,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
9884,42,CTYPE,2,17,1,евроремонт,1.0,0.0,1.0,3,Теплый Стан,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
9885,28,Гольяново,4,9,1,косметический,1.0,0.0,0.0,2.4166666666666665,Щелковская,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
9886,40,Южное Бутово,6,16,1,косметический,1.0,0.0,1.0,10,Бульвар Дмитрия Донского,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
9887,22,Марфино,4,5,1,косметический,1.0,0.0,0.0,0.8333333333333334,Владыкино,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
9888,22,Марфино,4,5,1,косметический,1.0,0.0,0.0,0.9166666666666666,Петровско-Разумовская,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
9889,41,Западное Дегунино,5,12,1,косметический,1.0,0.0,1.0,5,Петровско-Разумовская,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
9890,37,Бирюлево Восточное,2,17,1,косметический,1.0,0.0,1.0,,Царицыно,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
9891,32,Южное Бутово,13,14,1,косметический,0.0,0.0,1.0,10,Бульвар Дмитрия Донского,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
9892,32,Головинский,8,9,1,косметический,1.0,0.0,1.0,3,Речной вокзал,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
9893,34,Тимирязевский,4,9,1,косметический,1.0,0.0,0.0,0.6666666666666666,Петровско-Разумовская,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
9894,41,Дмитровский,6,16,1,евроремонт,1.0,0.0,1.0,7,Петровско-Разумовская,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
9895,36,Бирюлево Западное,7,12,1,косметический,1.0,0.0,1.0,5,Пражская,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
9896,35,Бибирево,10,16,1,косметический,1.0,0.0,1.0,1.5,Алтуфьево,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
9897,35,Косино-Ухтомский,1,5,1,косметический,1.0,0.0,0.0,1.75,Лермонтовский проспект,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
9898,33,Северное Измайлово,7,9,1,косметический,1.0,0.0,1.0,0.8333333333333334,Щелковская,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
9899,38,Ново-Переделкино,9,14,1,косметический,1.0,0.0,1.0,15,Юго-Западная,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
9900,38,,6,18,1,евроремонт,0.0,0.0,1.0,,,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
9901,36,Кузьминки,4,5,1,косметический,1.0,0.0,1.0,1.0,Рязанский проспект,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
9902,35,Западное Дегунино,8,16,1,косметический,1.0,0.0,1.0,5,Петровско-Разумовская,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
9903,39,CTYPE,12,17,1,косметический,1.0,0.0,1.0,20,Теплый Стан,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
9904,55,,15,17,2,косметический,1.0,0.0,1.0,20,Теплый Стан,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
9905,26,Царицыно,6,9,1,косметический,1.0,0.0,0.0,0.8333333333333334,Царицыно,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
9906,38,Орехово-Борисово Южное,7,9,1,косметический,1.0,0.0,0.0,1.25,Домодедовская,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
9907,34,Южное Бутово,8,10,1,косметический,1.0,0.0,1.0,0.8333333333333334,Бунинская аллея,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
9908,38,Северный,10,16,1,косметический,1.0,0.0,1.0,15,Алтуфьево,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
9909,38,Северное Измайлово,1,12,1,косметический,1.0,0.0,0.0,0.8333333333333334,Щелковская,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
9910,360,Якиманка,10,10,5,дизайнерский,1.0,1.0,1.0,0.4166666666666667,Октябрьская,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
9911,32,Бескудниковский,2,5,1,косметический,0.0,0.0,1.0,15,Петровско-Разумовская,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
9912,100,Аэропорт,20,32,3,дизайнерский,1.0,1.0,1.0,0.5833333333333334,Аэропорт,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
9913,47,Киевский,4,5,2,косметический,0.0,0.0,1.0,,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0
9914,40,Раменки,12,17,1,косметический,1.0,0.0,0.0,5,Киевская,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
9915,45,Рязановское,2,5,1,косметический,1.0,0.0,1.0,,,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
9916,25,Новокосино,1,3,1,евроремонт,1.0,0.0,0.0,1.25,Новокосино,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
9917,30,Головинский,1,5,1,косметический,0.0,0.0,0.0,1.25,Речной вокзал,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
9918,40,Некрасовка,6,17,1,косметический,1.0,0.0,1.0,8,Выхино,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
"9919,""38,6"",,6,17,1,косметический,1.0,0.0,1.0,,,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0"
9920,31,Бутырский,5,5,1,косметический,1.0,0.0,0.0,0.5833333333333334,Тимирязевская,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
9921,47,Рязановское,2,5,2,косметический,1.0,0.0,1.0,25,Бульвар Дмитрия Донского,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
9922,34,Некрасовка,6,17,1,косметический,1.0,0.0,1.0,5,Выхино,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
9923,44,Ивановское,5,9,2,косметический,0.0,0.0,0.0,1.25,Новогиреево,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
9924,30,Гольяново,8,9,1,косметический,1.0,0.0,0.0,2.0833333333333335,Щелковская,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
9925,39,Некрасовка,14,17,1,косметический,0.0,0.0,1.0,10,Новокосино,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
9926,40,CTYPE,14,17,1,косметический,0.0,0.0,1.0,10,Выхино,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
9927,38,Ховрино,1,9,1,косметический,1.0,0.0,1.0,1.6666666666666667,Речной вокзал,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
9928,38,Южное Бутово,16,16,1,косметический,0.0,0.0,1.0,7,Бульвар Дмитрия Донского,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
9929,40,Десёновское,9,17,1,косметический,0.0,0.0,1.0,20,Теплый Стан,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
9930,32,Метрогородок,1,5,1,косметический,1.0,0.0,0.0,2,Бульвар Рокоссовского,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
9931,34,Дмитровский,6,9,1,косметический,1.0,0.0,1.0,9,Петровско-Разумовская,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
9932,39,Некрасовка,8,16,1,косметический,1.0,0.0,1.0,5,Выхино,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
9933,44,Алексеевский,7,8,1,косметический,1.0,0.0,0.0,1.9166666666666667,ВДНХ,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
9934,40,Сосенское,17,18,1,косметический,1.0,0.0,1.0,10,Теплый Стан,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
9935,21,Ярославский,3,5,1,косметический,1.0,0.0,0.0,15,ВДНХ,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
9936,34,Головинский,3,5,1,косметический,1.0,0.0,1.0,0.9166666666666666,Водный стадион,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
9937,42,CTYPE,2,17,1,евроремонт,1.0,0.0,1.0,3,Теплый Стан,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
9938,28,Гольяново,4,9,1,косметический,1.0,0.0,0.0,2.4166666666666665,Щелковская,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
9939,40,Южное Бутово,6,16,1,косметический,1.0,0.0,1.0,10,Бульвар Дмитрия Донского,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
9940,22,Марфино,4,5,1,косметический,1.0,0.0,0.0,0.8333333333333334,Владыкино,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
9941,22,Марфино,4,5,1,косметический,1.0,0.0,0.0,0.9166666666666666,Петровско-Разумовская,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
9942,41,Западное Дегунино,5,12,1,косметический,1.0,0.0,1.0,5,Петровско-Разумовская,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
9943,37,Бирюлево Восточное,2,17,1,косметический,1.0,0.0,1.0,,Царицыно,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
9944,32,Южное Бутово,13,14,1,косметический,0.0,0.0,1.0,10,Бульвар Дмитрия Донского,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
9945,32,Головинский,8,9,1,косметический,1.0,0.0,1.0,3,Речной вокзал,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
9946,34,Тимирязевский,4,9,1,косметический,1.0,0.0,0.0,0.6666666666666666,Петровско-Разумовская,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
9947,41,Дмитровский,6,16,1,евроремонт,1.0,0.0,1.0,7,Петровско-Разумовская,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
9948,36,Бирюлево Западное,7,12,1,косметический,1.0,0.0,1.0,5,Пражская,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
9949,35,Бибирево,10,16,1,косметический,1.0,0.0,1.0,1.5,Алтуфьево,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
9950,35,Косино-Ухтомский,1,5,1,косметический,1.0,0.0,0.0,1.75,Лермонтовский проспект,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
9951,33,Северное Измайлово,7,9,1,косметический,1.0,0.0,1.0,0.8333333333333334,Щелковская,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
9952,38,Ново-Переделкино,9,14,1,косметический,1.0,0.0,1.0,15,Юго-Западная,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
9953,38,,6,18,1,евроремонт,0.0,0.0,1.0,,,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
9954,36,Кузьминки,4,5,1,косметический,1.0,0.0,1.0,1.0,Рязанский проспект,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
9955,35,Западное Дегунино,8,16,1,косметический,1.0,0.0,1.0,5,Петровско-Разумовская,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
9956,39,CTYPE,12,17,1,косметический,1.0,0.0,1.0,20,Теплый Стан,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
9957,55,,15,17,2,косметический,1.0,0.0,1.0,20,Теплый Стан,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
9958,26,Царицыно,6,9,1,косметический,1.0,0.0,0.0,0.8333333333333334,Царицыно,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
9959,38,Орехово-Борисово Южное,7,9,1,косметический,1.0,0.0,0.0,1.25,Домодедовская,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
9960,34,Южное Бутово,8,10,1,косметический,1.0,0.0,1.0,0.8333333333333334,Бунинская аллея,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
