ID_Rest;ID_Afisha_user
http://www.afisha.ru/msk/restaurant/48558/;www.afisha.ru/personalpage/239276
http://www.afisha.ru/msk/restaurant/48558/;www.afisha.ru/personalpage/2824739
http://www.afisha.ru/msk/restaurant/48558/;www.afisha.ru/personalpage/2930652
http://www.afisha.ru/msk/restaurant/48558/;www.afisha.ru/personalpage/2893204
http://www.afisha.ru/msk/restaurant/48558/;www.afisha.ru/personalpage/2738051
http://www.afisha.ru/msk/restaurant/48558/;www.afisha.ru/personalpage/2697589
http://www.afisha.ru/msk/restaurant/48558/;www.afisha.ru/personalpage/2910985
http://www.afisha.ru/msk/restaurant/48558/;www.afisha.ru/personalpage/361147
http://www.afisha.ru/msk/restaurant/48558/;www.afisha.ru/personalpage/635824
http://www.afisha.ru/msk/restaurant/48558/;www.afisha.ru/personalpage/2529024
http://www.afisha.ru/msk/restaurant/48558/;www.afisha.ru/personalpage/2543430
http://www.afisha.ru/msk/restaurant/48558/;www.afisha.ru/personalpage/1403437
http://www.afisha.ru/msk/restaurant/48558/;www.afisha.ru/personalpage/584062
http://www.afisha.ru/msk/restaurant/48558/;www.afisha.ru/personalpage/561041
http://www.afisha.ru/msk/restaurant/48558/;www.afisha.ru/personalpage/2485418
http://www.afisha.ru/msk/restaurant/48558/;www.afisha.ru/personalpage/2452678
http://www.afisha.ru/msk/restaurant/48558/;www.afisha.ru/personalpage/2373390
http://www.afisha.ru/msk/restaurant/48558/;www.afisha.ru/personalpage/722528
http://www.afisha.ru/msk/restaurant/48558/;www.afisha.ru/personalpage/1125490
http://www.afisha.ru/msk/restaurant/48558/;www.afisha.ru/personalpage/117499
http://www.afisha.ru/msk/restaurant/48558/;www.afisha.ru/personalpage/1953005
http://www.afisha.ru/msk/restaurant/48558/;www.afisha.ru/personalpage/1876660
http://www.afisha.ru/msk/restaurant/48558/;www.afisha.ru/personalpage/2377105
http://www.afisha.ru/msk/restaurant/48558/;www.afisha.ru/personalpage/1011856
http://www.afisha.ru/msk/restaurant/48558/;www.afisha.ru/personalpage/192341
http://www.afisha.ru/msk/restaurant/48558/;www.afisha.ru/personalpage/2690210
http://www.afisha.ru/msk/restaurant/48558/;www.afisha.ru/personalpage/2957912
http://www.afisha.ru/msk/restaurant/48558/;www.afisha.ru/personalpage/574803
http://www.afisha.ru/msk/restaurant/48558/;www.afisha.ru/personalpage/2663289
http://www.afisha.ru/msk/restaurant/48558/;www.afisha.ru/personalpage/615851
http://www.afisha.ru/msk/restaurant/48558/;www.afisha.ru/personalpage/857685
http://www.afisha.ru/msk/restaurant/48558/;www.afisha.ru/personalpage/2467123
http://www.afisha.ru/msk/restaurant/48558/;www.afisha.ru/personalpage/283558
http://www.afisha.ru/msk/restaurant/48558/;www.afisha.ru/personalpage/2407896
http://www.afisha.ru/msk/restaurant/48558/;www.afisha.ru/personalpage/704113
http://www.afisha.ru/msk/restaurant/19809/;www.afisha.ru/personalpage/2835611
http://www.afisha.ru/msk/restaurant/19809/;www.afisha.ru/personalpage/2908500
http://www.afisha.ru/msk/restaurant/19809/;www.afisha.ru/personalpage/2932084
http://www.afisha.ru/msk/restaurant/19809/;www.afisha.ru/personalpage/2895622
http://www.afisha.ru/msk/restaurant/19809/;www.afisha.ru/personalpage/2871097
http://www.afisha.ru/msk/restaurant/19809/;www.afisha.ru/personalpage/2846620
http://www.afisha.ru/msk/restaurant/45415/;www.afisha.ru/personalpage/2918987
