ID_Afisha_user;ID_SN
www.afisha.ru/personalpage/2918729;http://facebook.com/1161493000573720
www.afisha.ru/personalpage/2918728;http://facebook.com/1014131355351419
www.afisha.ru/personalpage/1601681;http://facebook.com/1217874981588349
www.afisha.ru/personalpage/2831674;http://facebook.com/10207676501323835
www.afisha.ru/personalpage/404173;http://facebook.com/1565345387
www.afisha.ru/personalpage/1152166;http://facebook.com/1016063631746687
www.afisha.ru/personalpage/293674;http://facebook.com/10205441921720377
www.afisha.ru/personalpage/2390569;http://facebook.com/410022909173732
www.afisha.ru/personalpage/2366785;http://facebook.com/100005925430757
www.afisha.ru/personalpage/2785603;http://facebook.com/991987644209518
www.afisha.ru/personalpage/1229784;http://facebook.com/1834364434
www.afisha.ru/personalpage/2775805;http://facebook.com/949404281795522
www.afisha.ru/personalpage/2308554;http://facebook.com/1111600712236306
www.afisha.ru/personalpage/2763980;http://facebook.com/10207819428636403
www.afisha.ru/personalpage/1644073;http://facebook.com/1002030339857612
www.afisha.ru/personalpage/2762668;http://facebook.com/1043871999011710
www.afisha.ru/personalpage/1222251;http://facebook.com/10152995638910653
www.afisha.ru/personalpage/2762203;http://facebook.com/10153627727919563
www.afisha.ru/personalpage/1815336;http://facebook.com/10206794019422675
www.afisha.ru/personalpage/1520794;http://facebook.com/100002149255498
www.afisha.ru/personalpage/2331667;http://facebook.com/100004190799339
www.afisha.ru/personalpage/115618;http://facebook.com/10205783512041059
www.afisha.ru/personalpage/2862172;http://facebook.com/1736040030005425
www.afisha.ru/personalpage/62874;http://facebook.com/973180136052623
www.afisha.ru/personalpage/1784715;http://facebook.com/1670196816
www.afisha.ru/personalpage/1739365;http://facebook.com/100000754985276
www.afisha.ru/personalpage/1511580;http://facebook.com/1253660441317072
www.afisha.ru/personalpage/945613;http://facebook.com/1179776636
www.afisha.ru/personalpage/176205;http://facebook.com/1078309748864196
www.afisha.ru/personalpage/2583508;http://facebook.com/10206650482692219
www.afisha.ru/personalpage/1677432;http://facebook.com/10205901387591444
www.afisha.ru/personalpage/2389096;http://facebook.com/10153024375151259
www.afisha.ru/personalpage/2933063;http://facebook.com/1781565738755304
www.afisha.ru/personalpage/2397451;http://facebook.com/926939100661350
www.afisha.ru/personalpage/1755426;http://facebook.com/100002503081579
www.afisha.ru/personalpage/2794399;http://facebook.com/523665021168330
www.afisha.ru/personalpage/2932934;http://facebook.com/523424431191672
www.afisha.ru/personalpage/2065513;http://facebook.com/100000751363011
www.afisha.ru/personalpage/2720349;http://facebook.com/479435518923849
www.afisha.ru/personalpage/700713;http://facebook.com/100000831781424
www.afisha.ru/personalpage/2904289;http://facebook.com/614870435338801
www.afisha.ru/personalpage/740981;http://facebook.com/1637427049
www.afisha.ru/personalpage/2451311;http://facebook.com/1658312294401508
www.afisha.ru/personalpage/583857;http://facebook.com/10153435109734245
www.afisha.ru/personalpage/2911259;http://facebook.com/10210361200370528
www.afisha.ru/personalpage/2839870;http://facebook.com/1608664979451148
www.afisha.ru/personalpage/2477896;http://facebook.com/958767634167286
www.afisha.ru/personalpage/2891548;http://facebook.com/676372339185244
www.afisha.ru/personalpage/1390540;http://facebook.com/1562662636
www.afisha.ru/personalpage/128341;http://facebook.com/1032153016864549
www.afisha.ru/personalpage/2814426;http://facebook.com/1615856912073685
www.afisha.ru/personalpage/283408;http://facebook.com/10209098872379194
www.afisha.ru/personalpage/242744;http://facebook.com/1679513166
www.afisha.ru/personalpage/2879695;http://facebook.com/967040943394772
www.afisha.ru/personalpage/2332798;http://facebook.com/100001677005552
www.afisha.ru/personalpage/2830693;http://facebook.com/1741201142791952
www.afisha.ru/personalpage/1732097;http://facebook.com/100002275614000
www.afisha.ru/personalpage/2298076;http://facebook.com/100000100655199
www.afisha.ru/personalpage/1500991;http://facebook.com/100000573281667
www.afisha.ru/personalpage/2655093;http://facebook.com/1713120078910699
www.afisha.ru/personalpage/658628;http://facebook.com/100000165950635
www.afisha.ru/personalpage/2595430;http://facebook.com/901490779927923
www.afisha.ru/personalpage/2776438;http://facebook.com/10208777656987633
www.afisha.ru/personalpage/2807096;http://facebook.com/847823362006246
www.afisha.ru/personalpage/2421914;http://facebook.com/10205267859515025
www.afisha.ru/personalpage/1553290;http://facebook.com/1174621122607766
www.afisha.ru/personalpage/147987;http://facebook.com/100001255808073
www.afisha.ru/personalpage/2835745;http://facebook.com/10206567238161210
www.afisha.ru/personalpage/2761735;http://facebook.com/950766741685659
www.afisha.ru/personalpage/2745210;http://facebook.com/1144012735651581
www.afisha.ru/personalpage/1676478;http://facebook.com/1502436569
www.afisha.ru/personalpage/1173574;http://facebook.com/100000189421710
www.afisha.ru/personalpage/2669645;http://facebook.com/1028765823836152
www.afisha.ru/personalpage/764042;http://facebook.com/1000822712
www.afisha.ru/personalpage/2462755;http://facebook.com/562777553863390
www.afisha.ru/personalpage/2465497;http://facebook.com/10203978115639619
www.afisha.ru/personalpage/1213380;http://facebook.com/100002426162141
www.afisha.ru/personalpage/1758871;http://facebook.com/100003129608181
www.afisha.ru/personalpage/1482779;http://facebook.com/1255749936
www.afisha.ru/personalpage/2740792;http://facebook.com/833892186720745
www.afisha.ru/personalpage/1236736;http://facebook.com/100001735483808
www.afisha.ru/personalpage/2297742;http://facebook.com/100004861246659
www.afisha.ru/personalpage/2675667;http://facebook.com/1004543462940201
www.afisha.ru/personalpage/2618992;http://facebook.com/10201053709900636
www.afisha.ru/personalpage/2918921;http://facebook.com/1127712823965881
www.afisha.ru/personalpage/2785295;http://facebook.com/1109023329119137
www.afisha.ru/personalpage/2387845;http://facebook.com/862968900415473
www.afisha.ru/personalpage/2756947;http://facebook.com/1258134760879855
www.afisha.ru/personalpage/1718604;http://facebook.com/1567029470232550
www.afisha.ru/personalpage/2853324;http://facebook.com/936617616466877
www.afisha.ru/personalpage/2126253;http://facebook.com/929236130500175
www.afisha.ru/personalpage/3020510;http://facebook.com/1289397324425338
www.afisha.ru/personalpage/1077831;http://facebook.com/100000900720136
www.afisha.ru/personalpage/2950880;http://facebook.com/1069745323107968
www.afisha.ru/personalpage/2839505;http://facebook.com/1114389788624790
www.afisha.ru/personalpage/1654598;http://facebook.com/100002442079628
www.afisha.ru/personalpage/2532349;http://facebook.com/823409761106803
www.afisha.ru/personalpage/1593166;http://facebook.com/100002972143980
www.afisha.ru/personalpage/2986846;http://facebook.com/1171361756264514
www.afisha.ru/personalpage/2454849;http://facebook.com/1012100202141000
www.afisha.ru/personalpage/856605;http://facebook.com/1074123896
www.afisha.ru/personalpage/1748690;http://facebook.com/100001603095493
www.afisha.ru/personalpage/308550;http://facebook.com/1213505577
www.afisha.ru/personalpage/3027612;http://facebook.com/100002039821476
www.afisha.ru/personalpage/2564663;http://facebook.com/953177854744068
www.afisha.ru/personalpage/233560;http://facebook.com/10153881319894463
www.afisha.ru/personalpage/778467;http://facebook.com/1444940673
www.afisha.ru/personalpage/1430939;http://facebook.com/10206901685325194
www.afisha.ru/personalpage/2817519;http://facebook.com/10153981258290923
www.afisha.ru/personalpage/1617868;http://facebook.com/10205065718339330
www.afisha.ru/personalpage/2588117;http://facebook.com/418175815040374
www.afisha.ru/personalpage/2737951;http://facebook.com/1051396824923717
www.afisha.ru/personalpage/138330;http://facebook.com/100000448456076
www.afisha.ru/personalpage/1339442;http://facebook.com/100003726938001
www.afisha.ru/personalpage/2408872;http://facebook.com/422803351219749
www.afisha.ru/personalpage/1501493;http://facebook.com/1425717651
www.afisha.ru/personalpage/666227;http://facebook.com/1700998316
www.afisha.ru/personalpage/1027327;http://facebook.com/1329023195
www.afisha.ru/personalpage/2568427;http://facebook.com/520400821456794
www.afisha.ru/personalpage/2510354;http://facebook.com/1106910502715182
www.afisha.ru/personalpage/2370771;http://facebook.com/1122621819
www.afisha.ru/personalpage/2054140;http://facebook.com/1041324499252172
www.afisha.ru/personalpage/2114590;http://facebook.com/100001148983783
www.afisha.ru/personalpage/2857540;http://facebook.com/999322353498193
www.afisha.ru/personalpage/2681254;http://facebook.com/1543542825962324
www.afisha.ru/personalpage/1641108;http://facebook.com/100000019056457
www.afisha.ru/personalpage/2837139;http://facebook.com/814900118641772
www.afisha.ru/personalpage/2509477;http://facebook.com/10206036484665427
www.afisha.ru/personalpage/1340804;http://facebook.com/100000888530419
www.afisha.ru/personalpage/657608;http://facebook.com/100001749796087
